seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Chester (Motor) (Br),1949-06-29,June 29,sailing,sydney-nsw,Sydney,FALSE,
2,City of Chester (Motor) (Br),1949-07-18,July 18,arrival,aden,Aden,FALSE,
3,City of Chester (Motor) (Br),1949-07-18,July 18,sailing,aden,Aden,FALSE,
4,City of Chester (Motor) (Br),1949-07-22,July 22,arrival,suez,Suez,FALSE,
5,City of Chester (Motor) (Br),1949-07-23,July 23,sailing,port-said,Port Said,FALSE,'Ar Suez'/'Sd Port Said' pair = Suez Canal transit
6,City of Chester (Motor) (Br),1949-07-31,July 31,arrival,hull,Hull,FALSE,
7,City of Chester (Motor) (Br),1949-08-05,Aug 5,sailing,hull,Hull,FALSE,
8,City of Chester (Motor) (Br),1949-08-05,Aug 5,arrival,london,London,FALSE,
9,City of Chester (Motor) (Br),1949-08-14,Aug 14,sailing,london,London,FALSE,
10,City of Chester (Motor) (Br),1949-08-16,Aug 16,arrival,avonmouth,Avonmouth,FALSE,
11,City of Chester (Motor) (Br),1949-08-20,Aug 20,sailing,avonmouth,Avonmouth,FALSE,
12,City of Chester (Motor) (Br),1949-08-22,Aug 22,arrival,middlesbrough,Middlesbrough,FALSE,"end of first pasted strip on this card, marked with a small 'C'"
13,City of Chester (Motor) (Br),1949-08-25,Aug 25,sailing,middlesbrough,Middlesbrough,FALSE,
14,City of Chester (Motor) (Br),1949-09-02,Sept 2,arrival,halifax-ns,Halifax,FALSE,
15,City of Chester (Motor) (Br),1949-09-02,Sept 2,sailing,halifax-ns,Halifax,FALSE,
16,City of Chester (Motor) (Br),1949-09-04,Sept 4,arrival,baltimore,Baltimore,FALSE,
17,City of Chester (Motor) (Br),1949-09-07,Sept 7,sailing,baltimore,Baltimore,FALSE,
18,City of Chester (Motor) (Br),1949-09-08,Sept 8,arrival,philadelphia,Philadelphia,FALSE,
19,City of Chester (Motor) (Br),1949-09-09,Sept 9,sailing,philadelphia,Philadelphia,FALSE,
20,City of Chester (Motor) (Br),1949-09-10,Sept 10,arrival,new-york,New York,FALSE,
21,City of Chester (Motor) (Br),1949-09-15,Sept 15,sailing,new-york,New York,FALSE,
22,City of Chester (Motor) (Br),1949-09-16,Sept 16,arrival,hampton-rds,Hampton Rds,FALSE,
