seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Leicester,1949-05-23,May 23,arrival,port-said,Port Said,FALSE,"typed: Ar Port Said May 23. Card headed 'Card No. 14 (First side)', '1949 contd' - continues an unseen prior card (this ship's Card No 13, Second Side, IMG_5659, ran to May 1950 - the dates here overlap/precede that, so the exact card sequence isn't fully clean; flagged rather than resolved)"
2,City of Leicester,1949-05-25,May 25,sailing,port-said,Port Said,FALSE,typed: Sd Port Said May 25
3,City of Leicester,1949-05-26,May 26,arrival,alexandria,Alexandria,FALSE,typed: Ar Alexandria May 26
4,City of Leicester,1949-05-30,May 30,sailing,alexandria,Alexandria,FALSE,typed: Sd Alexandria May 30
5,City of Leicester,1949-06-03,June 3,arrival,palermo,Palermo,FALSE,typed: Ar Palermo June 3
6,City of Leicester,1949-06-04,June 4,sailing,palermo,Palermo,FALSE,typed: Sd Palermo June 4
7,City of Leicester,1949-06-13,June 13,arrival,london,London,FALSE,typed: Ar London June 13
8,City of Leicester,1949-06-20,June 20,sailing,london,London,FALSE,typed: Sd London June 20
9,City of Leicester,1949-06-21,June 21,arrival,hull,Hull,FALSE,typed: Ar Hull June 21
10,City of Leicester,1949-07-02,July 2,sailing,hull,Hull,FALSE,typed: Sd Hull July 2
11,City of Leicester,1949-07-02,July 2,arrival,middlesbrough,Middlesbro,FALSE,"typed: Ar Middlesbro July 2, same day as the Hull sailing above"
12,City of Leicester,1949-07-08,July 8,sailing,middlesbrough,Middlesbro,FALSE,typed: Sd Middlesbro July 8
13,City of Leicester,1949-07-09,July 9,arrival,hull,Hull,FALSE,typed: Ar Hull July 9
14,City of Leicester,1949-07-19,July 19,sailing,hull,Hull,FALSE,typed: Sd Hull July 19
15,City of Leicester,1949-07-31,July 31,arrival,port-said,Port Said,FALSE,typed: Ar Port Said July 31
16,City of Leicester,1949-08-02,Aug 2,sailing,suez,Suez,FALSE,typed: Sd Suez Aug 2
17,City of Leicester,1949-08-13,Aug 13,arrival,karachi,Karachi,FALSE,typed: Ar Karachi Aug 13
18,City of Leicester,1949-08-20,Aug 20,sailing,karachi,Karachi,FALSE,typed: Sd Karachi Aug 20
19,City of Leicester,1949-08-22,Aug 22,arrival,bombay,Bombay,FALSE,typed: Ar Bombay Aug 22
20,City of Leicester,1949-09-08,Sept 8,sailing,bombay,Bombay,FALSE,typed: Sd Bombay Sept 8
21,City of Leicester,,Sept —,arrival,okha,Port Okha,FALSE,"typed: 'Ar Port Okha Sept —' - no day given, just a dash"
22,City of Leicester,1949-09-12,Sept 12,sailing,okha,Port Okha,FALSE,typed: Sd Port Okha Sept 12
23,City of Leicester,1949-09-15,Sept 15,arrival,karachi,Karachi,FALSE,typed: Ar Karachi Sept 15
24,City of Leicester,1949-09-20,Sept 20,sailing,karachi,Karachi,FALSE,typed: Sd Karachi Sept 20
25,City of Leicester,1949-09-27,Sept 27,arrival,aden,Aden,FALSE,typed: Ar Aden Sept 27
26,City of Leicester,1949-09-27,Sept 27,sailing,aden,Aden,FALSE,"typed: Sd Aden Sept 27, same day as the arrival above"
27,City of Leicester,1949-10-03,Oct 3,arrival,suez,Suez,FALSE,typed: Ar Suez Oct 3
28,City of Leicester,1949-10-04,Oct 4,sailing,port-said,Port Said,FALSE,typed: Sd Port Said Oct 4
29,City of Leicester,1949-10-17,Oct 17,arrival,liverpool,Liverpool,FALSE,typed: Ar Liverpool Oct 17
30,City of Leicester,1949-10-19,Oct 19,sailing,liverpool,Liverpool,FALSE,typed: Sd Liverpool Oct 19
31,City of Leicester,1949-10-20,Oct 20,arrival,manchester,Manchester,FALSE,typed: Ar Manchester Oct 20
32,City of Leicester,1949-11-05,Nov 5,sailing,manchester,Manchester,FALSE,typed: Sd Manchester Nov 5
33,City of Leicester,1949-11-20,Nov 20,arrival,alexandria,Alexandria,FALSE,"typed: Ar Alexandria Nov 20. Dagger-marked citation below reads 'Nov 25, Dec 8' - see seq 69 (Casualties box)"
34,City of Leicester,1949-11-27,Nov 27,sailing,alexandria,Alexandria,FALSE,typed: Sd Alexandria Nov 27
35,City of Leicester,1949-11-28,Nov 28,arrival,beirut,Beirut,FALSE,"typed: Ar Beirut Nov 28. Dagger-marked citation below reads 'Dec 7' - see seq 69-70 (Casualties box)"
36,City of Leicester,1949-11-30,Nov 30,sailing,beirut,Beirut,FALSE,"typed: 'Sd Beirut [month obscured by an ink blot] 30' - the month is illegible on the card itself, but Nov 30 is the only reading consistent with the Nov 28 arrival before it and the Dec 4 arrival after"
37,City of Leicester,1949-12-04,Dec 4,arrival,alexandria,Alexandria,FALSE,typed: Ar Alexandria Dec 4
38,City of Leicester,1949-12-09,Dec 9,sailing,alexandria,Alexandria,FALSE,typed: Sd Alexandria Dec 9
