seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1932-08-18,18/8,arrival,bedi-bunder,Bedi B.,FALSE,"black = arrival. Card headed 'No 3 (First side)', continuing from IMG_5635's 'Continued on card No 3'. New port added to ports.csv - Bedi Bunder, Gujarat coast, near Jamnagar/Okha"
2,City of Norwich,1932-08-20,20/8,sailing,bedi-bunder,Bedi B.,FALSE,red = sailing
3,City of Norwich,1932-08-21,21/8,arrival,karachi,Kar.,FALSE,black = arrival
4,City of Norwich,1932-08-28,28/8,sailing,karachi,Kar.,FALSE,red = sailing
5,City of Norwich,1932-09-03,3/9,transit,perim,Prm(p),FALSE,"black, passed"
6,City of Norwich,1932-09-05,5/9,arrival,port-sudan,P.Sud,FALSE,black = arrival
7,City of Norwich,1932-09-07,7/9,sailing,port-sudan,P.Sud,FALSE,red = sailing
8,City of Norwich,1932-09-10,10/9,transit,suez,Suez,FALSE,black = arrival at the southern end of the canal
9,City of Norwich,1932-09-11,11/9,transit,port-said,P.Said,FALSE,red = sailing at the northern end
10,City of Norwich,1932-09-18,18/9,transit,gibraltar,Gib.(p),FALSE,"black, passed"
11,City of Norwich,1932-09-23,23/9,arrival,liverpool,Liv,FALSE,black = arrival
12,City of Norwich,1932-09-28,28/9,sailing,liverpool,Liv,FALSE,red = sailing
13,City of Norwich,1932-09-29,29/9,arrival,eastham,Esthm,FALSE,black = arrival
14,City of Norwich,1932-09-29,29/9,arrival,manchester,Mchr,FALSE,"black = arrival, same day as Eastham - Eastham is the entrance lock of the Manchester Ship Canal, so this is one continuous move rather than two separate calls"
15,City of Norwich,1932-10-04,4/10,sailing,manchester,Mchr,FALSE,red = sailing
16,City of Norwich,1932-10-04,4/10,arrival,eastham,Esthm,FALSE,"black = arrival, same day - the return trip down the canal"
17,City of Norwich,1932-10-05,5/10,arrival,glasgow,Glas,FALSE,black = arrival
18,City of Norwich,1932-10-14,14/10,sailing,glasgow,Glas,FALSE,red = sailing
19,City of Norwich,1932-10-14,14/10,arrival,gareloch,Gateloch,FALSE,"black = arrival, same day as the Glasgow sailing - a short hop within the Firth of Clyde. Card writes 'Gateloch'; read as a misspelling/misreading of Gareloch, a sea loch in the same area. New port added to ports.csv"
20,City of Norwich,1932-11-15,15/11,arrival,glasgow,Glas,FALSE,black = arrival
21,City of Norwich,1932-12-01,1/12,sailing,glasgow,Glas,FALSE,red = sailing
22,City of Norwich,1932-12-01,1/12,arrival,tail-of-the-bank,Tail of B.,FALSE,"black = arrival, same day - Tail of the Bank, the anchorage at the mouth of the Clyde near Greenock, not a real port of call"
23,City of Norwich,1932-12-04,4/12,arrival,antwerp,Ant,FALSE,black = arrival
24,City of Norwich,1932-12-08,8/12,sailing,antwerp,Ant,FALSE,red = sailing
25,City of Norwich,1932-12-09,9/12,arrival,rotterdam,Rott,FALSE,black = arrival
26,City of Norwich,1932-12-10,10/12,sailing,nieuw-waterweg,N.Wtg,FALSE,"red = sailing, logged against the Nieuw Waterweg (the Rotterdam approach channel) rather than Rotterdam itself"
