seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1944-06-27,27/6,arrival,clyde-anchorage,Clyde Anch,FALSE,"black = arrival. Card headed 'No 9 (second side)', 'Contd' - directly continues IMG_5648"
2,City of Norwich,1944-06-27,27/6,sailing,clyde-anchorage,,TRUE,"red = sailing, same day"
3,City of Norwich,1944-06-27,27/6,arrival,glasgow,Glas,FALSE,"black = arrival, same day"
4,City of Norwich,1944-07-30,30/7,sailing,glasgow,,TRUE,red = sailing
5,City of Norwich,1944-07-31,31/7,arrival,clyde-anchorage,Clyde Anch,FALSE,black = arrival
6,City of Norwich,1944-08-01,1/8,sailing,clyde-anchorage,,TRUE,red = sailing
7,City of Norwich,1944-08-23,23/8,arrival,port-said,P.Said,FALSE,black = arrival
8,City of Norwich,1944-09-08,8/9,sailing,port-said,,TRUE,red = sailing
9,City of Norwich,1944-09-08,8/9,arrival,suez,Suez,FALSE,"black = arrival, same day - transiting the canal"
10,City of Norwich,1944-09-10,10/9,sailing,suez,,TRUE,red = sailing
11,City of Norwich,1944-09-15,15/9,arrival,aden,Aden,FALSE,black = arrival
12,City of Norwich,1944-09-17,17/9,sailing,aden,,TRUE,red = sailing
13,City of Norwich,1944-09-24,24/9,arrival,ceylon,Cey,FALSE,black = arrival
14,City of Norwich,1944-09-24,24/9,sailing,ceylon,,TRUE,"red = sailing, same day"
15,City of Norwich,1944-10-04,4/10,arrival,sandheads,Sandh,FALSE,"black = arrival - initially misread as '14/10' before a closer look confirmed '4/10', which also fits the 6/10 Calcutta arrival two days later far better"
16,City of Norwich,1944-10-06,6/10,arrival,calcutta,Cal,FALSE,"black = arrival, no sailing logged from Sandheads first - it's the pilot station for the Calcutta approach, so this is effectively one continuous call"
17,City of Norwich,1944-10-21,21/10,sailing,calcutta,,TRUE,red = sailing
18,City of Norwich,1944-10-21,21/10,arrival,sandheads,Sandh,FALSE,"black = arrival, same day - passing the pilot station again outbound"
19,City of Norwich,1944-10-26,26/10,arrival,ceylon,Cey,FALSE,black = arrival
20,City of Norwich,1944-10-26,26/10,sailing,ceylon,,TRUE,"red = sailing, same day"
21,City of Norwich,1944-11-10,10/11,arrival,freetown,Freet,FALSE,black = arrival
22,City of Norwich,1944-11-14,14/11,sailing,freetown,,TRUE,red = sailing
23,City of Norwich,1944-11-22,22/11,arrival,sydney-nsw,Syd,FALSE,"UNCERTAIN geography - black = arrival, reads 'Syd'. Freetown to Sydney is an enormous jump; resolved to Sydney NSW (rather than Sydney, Nova Scotia) because the very next calls are Port Kembla and Melbourne, confirming an Australian leg"
