seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Chester (Motor),,,note,,,FALSE,"CARD NO 3, FIRST SIDE - this fills a gap flagged all the way back on IMG_5628: that card (Card No 2, Second Side) noted 'a first side should exist too... Continues onto card No 3', and no Card 3 had been found until now. Different card template to the earlier City of Chester cards: no black/red handwritten grid at all, just typed/pasted strips throughout plus a column of blue notes; the ship-info footer uses 'Master' and adds a 'Built' column (1944). Master R.P. Longstaff throughout (dated 2.1.44, re-confirmed 15.8.44 and 30.10.44 per the footer - all read as 1944 despite the card's own entries running 1947-48, implying several years without a re-confirmation citation)"
2,City of Chester (Motor),1947-01-10,Jan 10,sailing,london,London,FALSE,typed: Sd London
3,City of Chester (Motor),1947-01-27,Jan 27,arrival,table-bay,Table Bay,FALSE,typed: Ar Table Bay
4,City of Chester (Motor),1947-01-29,Jan 29,sailing,table-bay,,TRUE,typed: Sd Table Bay
5,City of Chester (Motor),1947-01-30,Jan 30,arrival,port-elizabeth,Port Elizabeth,FALSE,typed: Ar Port Elizabeth
6,City of Chester (Motor),1947-01-31,Jan 31,sailing,port-elizabeth,,TRUE,typed: Sd Port Elizabeth
7,City of Chester (Motor),1947-02-01,Feb 1,arrival,east-london,East London,FALSE,typed: Ar East London
8,City of Chester (Motor),1947-02-01,Feb 1,sailing,east-london,,TRUE,"typed: Sd East London, same day"
9,City of Chester (Motor),1947-02-02,Feb 2,arrival,durban,Durban,FALSE,typed: Ar Durban
10,City of Chester (Motor),1947-02-07,Feb 7,sailing,durban,,TRUE,typed: Sd Durban
11,City of Chester (Motor),1947-02-08,Feb 8,arrival,lourenco-marques,Lour Marques,FALSE,typed: Ar Lour Marques
12,City of Chester (Motor),1947-02-11,Feb 11,sailing,lourenco-marques,,TRUE,typed: Sd Lour Marques
13,City of Chester (Motor),1947-02-13,Feb 13,arrival,beira,Beira,FALSE,typed: Ar Beira
14,City of Chester (Motor),1947-03-01,Mar 1,sailing,beira,,TRUE,typed: Sd Beira
15,City of Chester (Motor),1947-03-03,Mar 3,arrival,durban,Durban,FALSE,typed: Ar Durban
16,City of Chester (Motor),1947-03-05,Mar 5,sailing,durban,,TRUE,typed: Sd Durban
17,City of Chester (Motor),1947-03-06,Mar 6,arrival,east-london,East London,FALSE,typed: Ar East London
18,City of Chester (Motor),1947-03-08,Mar 8,sailing,east-london,,TRUE,typed: Sd East London
19,City of Chester (Motor),1947-03-09,Mar 9,arrival,port-elizabeth,Port Elizabeth,FALSE,typed: Ar Port Elizabeth
20,City of Chester (Motor),1947-03-10,Mar 10,sailing,port-elizabeth,,TRUE,typed: Sd Port Elizabeth
21,City of Chester (Motor),1947-03-11,Mar 11,arrival,table-bay,Table Bay,FALSE,typed: Ar Table Bay
22,City of Chester (Motor),1947-03-14,Mar 14,sailing,table-bay,,TRUE,typed: Sd Table Bay
