seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1929-10-30,30/10,arrival,port-swettenham,P.Swet,FALSE,"black = arrival. Card headed 'No 2 (First side)', '1929 cont'd' - directly continues IMG_5633's 'cont. on card no 2'"
2,City of Norwich,1929-10-30,30/10,sailing,port-swettenham,P.Swet,FALSE,"red = sailing, same day as the arrival - a short call"
3,City of Norwich,1929-10-31,31/10,arrival,penang,Pen,FALSE,black = arrival
4,City of Norwich,1929-11-01,1/11,sailing,penang,Pen,FALSE,red = sailing
5,City of Norwich,1929-11-09,9/11,unknown,,bey,FALSE,"UNCERTAIN - black, lowercase 'bey' again, same unresolved term seen on IMG_5632 (also positioned between a South/SE-Asian port and Perim in the route). Its recurrence in the same relative position across two different voyages suggests it isn't a misreading, but still doesn't match anything in ports.csv"
6,City of Norwich,1929-11-07,7/11,unknown,,bey,FALSE,"UNCERTAIN - red, same term as seq 5, dated two days before it despite following it in card position - flagged rather than reordered"
7,City of Norwich,1929-11-14,14/11,transit,perim,Prm(p),FALSE,"black. '(p)' = passed, same convention as IMG_5632/5633"
8,City of Norwich,1929-11-19,19/11,transit,suez,Suez,FALSE,black = arrival at the southern end of the canal
9,City of Norwich,1929-11-20,20/11,transit,port-said,P.Said,FALSE,"red - unusual colour for a canal-transit arrival, same anomaly flagged on IMG_5632 seq 82"
10,City of Norwich,1929-12-11,11/12,arrival,new-york,NY,FALSE,black = arrival
11,City of Norwich,1929-12-20,20/12,sailing,new-york,NY,FALSE,red = sailing
12,City of Norwich,,,note,,,FALSE,"Entry struck through by the original clerk and explicitly labelled 'Erroneous' in their own handwriting (read as 'Bos. 20/12' before being crossed out) - the clearest example yet of the card's own voiding convention. Not transcribed as an event"
13,City of Norwich,1929-12-21,21/12,arrival,boston,Bos.,FALSE,"black = arrival - the corrected replacement for the voided seq 12 entry, one day later"
14,City of Norwich,1930-01-03,3/1,sailing,boston,Bos,FALSE,"red = sailing. Year changes to 1930 here, boxed as '1930' between the reference columns"
15,City of Norwich,1930-01-31,31/1,arrival,new-york,NY,FALSE,black = arrival
16,City of Norwich,1930-02-05,5/2,sailing,new-york,NY,FALSE,red = sailing
17,City of Norwich,1930-02-06,6/2,arrival,philadelphia,Phil.,FALSE,black = arrival
18,City of Norwich,1930-02-14,14/2,sailing,philadelphia,Phil.,FALSE,red = sailing
19,City of Norwich,1930-02-15,15/2,arrival,newport-news,N.News,FALSE,black = arrival
