seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1928-11-29,29/11,arrival,dunkirk,Dnk,FALSE,"black = arrival. Card is headed 'cont from other side', directly continuing IMG_5632"
2,City of Norwich,1928-12-03,3/12,sailing,dunkirk,Dnk,FALSE,red = sailing
3,City of Norwich,1928-12-03,3/12,arrival,antwerp,Ant,FALSE,"black = arrival, same day as the Dunkirk sailing - a short hop, geographically consistent"
4,City of Norwich,1928-12-05,5/12,sailing,antwerp,Ant,FALSE,red = sailing
5,City of Norwich,,,note,,,FALSE,"Entry struck through by the original clerk (read as 'Dov. 11/12' before being crossed out) - the corresponding top-row reference number is struck through too. Not transcribed as an event, kept as a placeholder so the column count stays traceable"
6,City of Norwich,1928-12-07,7/12,arrival,london,Lo,FALSE,black = arrival
7,City of Norwich,1928-12-11,11/12,sailing,london,Lo,FALSE,red = sailing
8,City of Norwich,1928-12-11,11/12,arrival,dover,Dov.,FALSE,"black = arrival, same day as the London sailing"
9,City of Norwich,1928-12-12,12/12,arrival,dunkirk,Dnk,FALSE,"black = arrival. No sailing from Dover is logged between this and seq 8"
10,City of Norwich,1928-12-15,15/12,sailing,dunkirk,Dnk,FALSE,red = sailing
11,City of Norwich,1928-12-16,16/12,arrival,,Shls,FALSE,"black = arrival. 'Shls' = Shields per ports.csv, same abbreviation used on IMG_5632"
12,City of Norwich,1928-12-22,22/12,sailing,,Shls,FALSE,red = sailing
13,City of Norwich,1928-12-23,23/12,transit,dunnet-head,Dunnet,FALSE,"black. Dunnet Head, the northern tip of mainland Scotland - a coastal reporting point ships were logged passing, not a real port call, same pattern as the Lizard on IMG_5632"
14,City of Norwich,1929-01-08,8/1,arrival,new-york,NY,FALSE,"black = arrival. Year changes to 1929 here - written inline as '1929.' before this entry's reference number"
15,City of Norwich,1929-01-29,29/1,sailing,new-york,NY,FALSE,"red = sailing. This entry, seq 16, and seq 17 have their top-row reference numbers joined by a single hand-drawn bracket, the same annotation style seen on IMG_5632's NY/Newport News trio - taken together the dates read 29/1, 30/1, 29/1"
16,City of Norwich,1929-01-30,30/1,arrival,hampton-rds,Hampt.R,FALSE,"black = arrival, Hampton Roads. Bracketed with seq 15/17, see seq 15's note"
17,City of Norwich,1929-01-29,29/1,sailing,new-york,NY,FALSE,"UNCERTAIN - red, same port and date as seq 15, written after the Hampton Roads arrival (seq 16) that's dated a day later. Bracketed together with seq 15/16 (see seq 15's note) - likely a duplicate citation of seq 15 rather than a third real event, same pattern as IMG_5632's NY/Newport News/NY trio"
18,City of Norwich,1929-01-31,31/1,arrival,newport-news,N.News,FALSE,black = arrival
19,City of Norwich,1929-02-07,7/2,arrival,colon,Colon,FALSE,black = arrival
20,City of Norwich,1929-02-07,7/2,arrival,panama-canal,Pan,FALSE,"black = arrival, same day as Colon - the Pacific side of the same canal transit, same pattern as IMG_5632's Colon/Pan pair"
21,City of Norwich,1929-02-08,8/2,arrival,panama-canal,Pan,FALSE,"black = arrival, the day after seq 20 with no sailing logged between them - possibly the same transit split across two log entries, or a genuine short layover"
