seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1936-07-24,24/7,arrival,antwerp,Ant,FALSE,"black = arrival. Card headed 'No.5 (second side)', continuing IMG_5640. NOTE: this date (24/7) is chronologically BEFORE IMG_5640's final entry (Spurn Head, 27/7) - a discontinuity between the two card sides that isn't resolved by any visible bracket or correction. Read carefully and confirmed as '24/7', but flagged rather than silently adjusted"
2,City of Norwich,1936-08-03,3/8,sailing,antwerp,Ant,FALSE,"UNCERTAIN date - red. The digits are cramped and could also read as '8/7'; '3/8' is used here as the better chronological fit (after the 24/7 arrival), but this is a judgment call, not a confident reading"
3,City of Norwich,1936-07-08,8/7,unknown,,,FALSE,"UNCERTAIN/UNRESOLVED - black, reads approximately 'Nov' but that doesn't match any port on this ship's route. Also chronologically tangled with seq 1/2/4 (see those notes) - this whole opening stretch of the card doesn't resolve into a clean chronological sequence and is flagged as a block rather than forced into one"
4,City of Norwich,1936-07-03,3/7,arrival,liverpool,Liv,FALSE,"UNCERTAIN - black. Dated before seq 1-3 despite following them in card position; part of the same unresolved opening stretch"
5,City of Norwich,1936-08-08,8/8,sailing,liverpool,Liv,FALSE,red = sailing
6,City of Norwich,1936-08-20,20/8,arrival,philadelphia,Phil,FALSE,black = arrival
7,City of Norwich,1936-08-21,21/8,sailing,paulsboro,Paulsbro.,FALSE,red = sailing
8,City of Norwich,1936-08-22,22/8,arrival,new-york,NY.,FALSE,"black = arrival. Joined by a drawn line to seq 9 (Hampton Rds), the same bracketing convention used for the NY/Hampton Roads/Newport News trios on earlier cards"
9,City of Norwich,1936-08-31,31/8,arrival,hampton-rds,Hamp Rds,FALSE,"black = arrival, bracketed to seq 8"
10,City of Norwich,1936-08-31,31/8,arrival,newport-news,N.News,FALSE,"black = arrival, same date as seq 9's Hampton Rds - the same nearby-port pairing seen repeatedly on this ship's cards"
11,City of Norwich,1936-09-02,2/9,sailing,newport-news,N.News,FALSE,red = sailing
12,City of Norwich,1936-08-30,30/8,arrival,new-york,NY,FALSE,"UNCERTAIN - black, dated 30/8, one day before seq 10/11's 31/8-2/9 Newport News stay despite following them in card position. Possibly belongs earlier in the sequence; flagged rather than reordered"
