seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,1931-10-12,12/10,transit,flushing,Flsh,FALSE,"UNCERTAIN TYPE - red, marked 'cont.' as the first entry on this side, same date as IMG_5634's final entry (Antwerp sailing, 12/10). Flushing is very close to Antwerp at the mouth of the Scheldt, so read as a passing/reporting note attached to that departure rather than a fresh port call - similar to the Panama/'Brist' pairing on IMG_5632"
2,City of Norwich,1931-10-14,14/10,arrival,hamburg,Ham,FALSE,black = arrival
3,City of Norwich,1931-10-18,18/10,sailing,hamburg,Ham,FALSE,red = sailing
4,City of Norwich,1931-10-19,19/10,arrival,rotterdam,Rott,FALSE,black = arrival
5,City of Norwich,1931-10-21,21/10,sailing,rotterdam,Rott,FALSE,red = sailing
6,City of Norwich,1931-10-22,22/10,arrival,dunkirk,Dnk,FALSE,black = arrival
7,City of Norwich,1931-10-27,27/10,sailing,dunkirk,Dnk,FALSE,red = sailing
8,City of Norwich,1931-10-27,27/10,transit,beachy-head,Rchy,FALSE,"black, same day as the Dunkirk sailing. Read as 'Rchy' at first pass but almost certainly 'Bchy' (Beachy Head, matching ports.csv's code exactly) - a coastal reporting point, not a real port of call"
9,City of Norwich,1931-11-01,1/11,transit,gibraltar,Gib.(p),FALSE,"black, passed"
10,City of Norwich,1931-11-03,3/11,arrival,marseilles,Mars.,FALSE,black = arrival
11,City of Norwich,1931-11-05,5/11,sailing,marseilles,Mars.,FALSE,red = sailing
12,City of Norwich,1931-11-11,11/11,transit,port-said,P.Said,FALSE,black = arrival at the northern end of the canal
13,City of Norwich,1931-11-12,12/11,transit,suez,Suez,FALSE,red = sailing at the southern end
14,City of Norwich,1931-11-17,17/11,transit,perim,Prm(p),FALSE,"black, passed"
15,City of Norwich,1931-12-01,1/12,arrival,penang,Pen,FALSE,black = arrival
16,City of Norwich,1931-12-02,2/12,sailing,penang,Pen,FALSE,red = sailing
17,City of Norwich,1931-12-03,3/12,arrival,port-swettenham,P.Swet,FALSE,black = arrival
18,City of Norwich,1931-12-03,3/12,sailing,port-swettenham,P.Swet,FALSE,"red = sailing, same day"
19,City of Norwich,1931-12-04,4/12,arrival,singapore,Sing.,FALSE,black = arrival
20,City of Norwich,1931-12-05,5/12,sailing,singapore,Sing.,FALSE,red = sailing
21,City of Norwich,1931-12-12,12/12,arrival,hong-kong,Hkg.,FALSE,black = arrival
22,City of Norwich,1931-12-16,16/12,sailing,hong-kong,Hkg.,FALSE,red = sailing
23,City of Norwich,1931-12-20,20/12,arrival,shanghai,Shng.,FALSE,black = arrival
24,City of Norwich,1931-12-24,24/12,sailing,shanghai,Shng.,FALSE,red = sailing
25,City of Norwich,1931-12-27,27/12,arrival,kobe,Kobe,FALSE,black = arrival
26,City of Norwich,1931-12-29,29/12,sailing,kobe,Kobe,FALSE,"red = sailing. Year changes to 1932 right after this, boxed between the reference columns"
27,City of Norwich,1931-12-31,31/12,arrival,yokohama,Yoko.,FALSE,black = arrival
28,City of Norwich,1932-01-02,2/1,sailing,yokohama,Yoko.,FALSE,red = sailing
