seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Brooklyn,1949-05-24,May 24,sailing,river-tyne,Tyne,FALSE,"typed: 'Sd Tyne May 24 - Trials' - the ship's maiden trip, sea trials right after launch (footer: 'Launched at Wallsend 8/12/48'). Card headed 'Card No. 1 (First side)'"
2,City of Brooklyn,1949-05-25,May 25,arrival,river-tyne,Tyne,FALSE,typed: Ar Tyne May 25
3,City of Brooklyn,1949-06-01,June 1,sailing,river-tyne,Tyne,FALSE,typed: Sd Tyne June 1
4,City of Brooklyn,1949-06-12,June 12,arrival,new-york,New York,FALSE,typed: Ar New York June 12
5,City of Brooklyn,1949-06-23,June 23,sailing,new-york,New York,FALSE,typed: Sd New York June 23
6,City of Brooklyn,1949-07-07,July 7,arrival,port-said,Port Said,FALSE,typed: Ar Port Said July 7
7,City of Brooklyn,1949-07-09,July 9,sailing,suez,Suez,FALSE,typed: Sd Suez July 9
8,City of Brooklyn,1949-07-13,July 13,arrival,aden,Aden,FALSE,typed: Ar Aden July 13
9,City of Brooklyn,1949-07-13,July 13,sailing,aden,Aden,FALSE,"typed: Sd Aden July 13, same day as the arrival above"
10,City of Brooklyn,1949-07-17,July 17,arrival,karachi,Karachi,FALSE,typed: Ar Karachi July 17
11,City of Brooklyn,1949-07-20,July 20,sailing,karachi,Karachi,FALSE,typed: Sd Karachi July 20
12,City of Brooklyn,1949-07-23,July 23,arrival,bombay,Bombay,FALSE,typed: Ar Bombay July 23
13,City of Brooklyn,1949-08-08,Aug 8,sailing,bombay,Bombay,FALSE,typed: Sd Bombay Aug 8
14,City of Brooklyn,1949-08-10,Aug 10,arrival,colombo,Colombo,FALSE,typed: Ar Colombo Aug 10
15,City of Brooklyn,1949-08-12,Aug 12,sailing,colombo,Colombo,FALSE,typed: Sd Colombo Aug 12
16,City of Brooklyn,1949-08-14,Aug 14,arrival,madras,Madras,FALSE,typed: Ar Madras Aug 14
17,City of Brooklyn,1949-08-17,Aug 17,sailing,madras,Madras,FALSE,typed: Sd Madras Aug 17
18,City of Brooklyn,1949-08-20,Aug 20,arrival,calcutta,Calcutta,FALSE,typed: Ar Calcutta Aug 20
19,City of Brooklyn,1949-09-04,Sept 4,sailing,calcutta,Calcutta,FALSE,typed: Sd Calcutta Sept 4
20,City of Brooklyn,1949-09-05,Sept 5,sailing,sandheads,Sandheads,TRUE,typed: Sd Sandheads Sept 5 - reporting point at the mouth of the Hooghly
21,City of Brooklyn,1949-09-09,Sept 9,arrival,colombo,Colombo,FALSE,typed: Ar Colombo Sept 9
22,City of Brooklyn,1949-09-09,Sept 9,sailing,colombo,Colombo,FALSE,"typed: Sd Colombo Sept 9, same day as the arrival above"
23,City of Brooklyn,1949-09-10,Sept 10,arrival,cochin,Cochin,FALSE,typed: Ar Cochin Sept 10
24,City of Brooklyn,1949-09-11,Sept 11,sailing,cochin,Cochin,FALSE,typed: Sd Cochin Sept 11
25,City of Brooklyn,1949-09-16,Sept 16,arrival,aden,Aden,FALSE,typed: Ar Aden Sept 16
26,City of Brooklyn,1949-09-17,Sept 17,sailing,aden,Aden,FALSE,typed: Sd Aden Sept 17
27,City of Brooklyn,1949-09-20,Sept 20,arrival,suez,Suez,FALSE,typed: Ar Suez Sept 20
28,City of Brooklyn,1949-09-22,Sept 22,sailing,port-said,Port Said,FALSE,typed: Sd Port Said Sept 22
29,City of Brooklyn,1949-10-04,Oct 4,arrival,halifax-ns,Halifax,FALSE,typed: Ar Halifax Oct 4
