seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Florence,1948-03-25,Mar 25,sailing,london,London,FALSE,"typed: Sd London Mar 25. Card headed 'No 11 (Second side)', '1948 contd' - directly continues IMG_5664"
2,City of Florence,1948-04-06,Apr 6,arrival,port-said,Port Said,FALSE,typed: Ar Port Said Apr 6
3,City of Florence,1948-04-07,Apr 7,sailing,suez,Suez,FALSE,typed: Sd Suez Apr 7
4,City of Florence,1948-04-13,Apr 13,arrival,aden,Aden,FALSE,"typed: Ar Aden Apr 13. Dagger-marked citation below reads 'Apr 14, June 10' - see seq 24-25 (blue note block)"
5,City of Florence,1948-04-14,Apr 14,sailing,aden,Aden,FALSE,typed: Sd Aden Apr 14
6,City of Florence,1948-04-22,Apr 22,arrival,bahrain,Bahrein,FALSE,typed: Ar Bahrein Apr 22
7,City of Florence,1948-04-25,Apr 25,sailing,bahrain,Bahrein,FALSE,typed: Sd Bahrein Apr 25
8,City of Florence,1948-04-26,Apr 26,arrival,kuwait,Kuwait,FALSE,typed: Ar Kuwait Apr 26
9,City of Florence,1948-05-03,May 3,sailing,kuwait,Kuwait,FALSE,typed: Sd Kuwait May 3
10,City of Florence,1948-05-04,May 4,arrival,abadan,Abadan,FALSE,typed: Ar Abadan May 4
11,City of Florence,1948-05-06,May 6,sailing,abadan,Abadan,FALSE,typed: Sd Abadan May 6
12,City of Florence,1948-05-06,May 6,arrival,khorram-shahr,Khorram Shahr,FALSE,"typed: Ar Khorram Shahr May 6, same day as the Abadan sailing above"
13,City of Florence,1948-05-12,May 12,sailing,khorram-shahr,Khorram Shahr,FALSE,typed: Sd Khorram Shahr May 12
14,City of Florence,1948-05-12,May 12,arrival,basra,Busreh,FALSE,"typed: Ar Busreh May 12, same day as the Khorram Shahr sailing above"
15,City of Florence,1948-06-07,June 7,sailing,basra,Busreh,FALSE,"typed: Sd Busreh June 7 - see seq 26-27 (blue note block, propeller recast at Busreh)"
16,City of Florence,,June,arrival,abadan,Abadan,FALSE,"typed: 'Ar Abadan June' - no day given"
17,City of Florence,1948-06-09,June 9,sailing,abadan,Abadan,FALSE,typed: Sd Abadan June 9
18,City of Florence,1948-06-24,June 24,arrival,calcutta,Calcutta,FALSE,typed: Ar Calcutta June 24
19,City of Florence,1948-07-05,July 5,sailing,calcutta,Calcutta,FALSE,"typed: Sd Calcutta July 5. Dagger-marked citation below reads 'Aug 20' - see seq 28 (blue note block)"
20,City of Florence,1948-07-06,July 6,sailing,sandheads,Sandheads,TRUE,"typed: Sd Sandheads July 6 - no arrival logged, a reporting point at the mouth of the Hooghly on the way out from Calcutta"
21,City of Florence,1948-07-08,July 8,arrival,vizagapatam,Vizagapatam,FALSE,typed: Ar Vizagapatam July 8
22,City of Florence,1948-07-08,July 8,sailing,vizagapatam,Vizagapatam,FALSE,"typed: Sd Vizagapatam July 8, same day as the arrival above"
23,City of Florence,1948-07-12,July 12,arrival,colombo,Colombo,FALSE,typed: Ar Colombo July 12
24,City of Florence,1948-07-16,July 16,sailing,colombo,Colombo,FALSE,typed: Sd Colombo July 16
25,City of Florence,1948-04-14,Apr 14,note,aden,,FALSE,"blue paragraph note block (left-hand column): 'Apr 14 - Propeller blade missing', 'Aden 13/4 - Rudder broken' - both dated around the Aden call (seq 4-5). Matches the typed strip's dagger citation 'Apr 14, June 10' at seq 4"
26,City of Florence,1948-04-16,Apr 16,note,,,FALSE,"blue paragraph note: 'Surveyed for damage', 'Apr 16 - Striking quay [at?] Liverpool', '(L.O.) 15/4' - reads as a further citation on the same Apr 1948 damage, though the port name is unclear (possibly the reporting Agent's office, per the convention flagged on IMG_5664, rather than the ship's own location so soon after Aden)"
27,City of Florence,1948-05-29,May 29,note,basra,,FALSE,"blue note: 'Busreh 29/5 - propeller recast', 'June 1 - Repaired' - the repair for the propeller/rudder damage first noted at Aden (seq 25), carried out during the Busreh call (seq 14-15)"
28,City of Florence,1948-06-10,June 10,note,,,FALSE,"blue citation: 'June 10 - Liverpool 9/6' - a Lloyd's Agent report date, matching the typed strip's own 'June 10' dagger citation at seq 4"
29,City of Florence,1948-08-20,Aug 20,note,,,FALSE,"blue paragraph note: 'Aug 20 - Lost anchor & cable', matching the typed strip's dagger citation 'Aug 20' at seq 19. No port given"
30,City of Florence,,19/2 / July 6,note,,,FALSE,"blue citation, hard to parse: '(L.O.) 19/2 - in R.H. voy 4', 'July 6' below it. Tentatively placed here (close to the Feb 1949 Aden/Red Sea leg, seq 39-42) but not confidently dated or resolved - 'R.H.' is not identified (possibly a person's initials, an office, or a vessel). A '1950' year-box follows with no further content on this side, before the card hands off to Card No 12"
31,City of Florence,1948-07-25,July 25,arrival,aden,Aden,FALSE,typed: Ar Aden July 25
32,City of Florence,1948-07-26,July 26,sailing,aden,Aden,FALSE,typed: Sd Aden July 26
33,City of Florence,1948-07-31,July 31,arrival,suez,Suez,FALSE,typed: Ar Suez July 31
34,City of Florence,1948-08-01,Aug 1,sailing,port-said,Port Said,FALSE,typed: Sd Port Said Aug 1
35,City of Florence,1948-08-13,Aug 13,arrival,london,London,FALSE,typed: Ar London Aug 13
36,City of Florence,1948-08-28,Aug 28,sailing,london,London,FALSE,typed: Sd London Aug 28
37,City of Florence,1948-08-29,Aug 29,arrival,boulogne,Boulogne,FALSE,typed: Ar Boulogne Aug 29
38,City of Florence,1948-09-10,Sept 10,sailing,boulogne,Boulogne,FALSE,typed: Sd Boulogne Sept 10
39,City of Florence,1948-09-12,Sept 12,arrival,newport,Newport,FALSE,"typed: Ar Newport Sept 12. Ambiguous which Newport - South Wales fits the following Swansea/Liverpool calls, unlike the US 'Newport News' seen on other cards"
40,City of Florence,1948-09-19,Sept 19,sailing,newport,Newport,FALSE,typed: Sd Newport Sept 19
41,City of Florence,1948-09-20,Sept 20,arrival,swansea,Swansea,FALSE,typed: Ar Swansea Sept 20
42,City of Florence,1948-09-22,Sept 22,sailing,swansea,Swansea,FALSE,typed: Sd Swansea Sept 22
43,City of Florence,1948-09-24,Sept 24,arrival,liverpool,Liverpool,FALSE,typed: Ar Liverpool Sept 24
44,City of Florence,1948-10-08,Oct 8,sailing,liverpool,Liverpool,FALSE,typed: Sd Liverpool Oct 8
45,City of Florence,1948-10-17,Oct 17,arrival,naples,Naples,FALSE,typed: Ar Naples Oct 17
46,City of Florence,1948-10-19,Oct 19,sailing,naples,Naples,FALSE,typed: Sd Naples Oct 19
47,City of Florence,1948-10-23,Oct 23,arrival,port-said,Port Said,FALSE,typed: Ar Port Said Oct 23
48,City of Florence,1948-10-25,Oct 25,sailing,suez,Suez,FALSE,typed: Sd Suez Oct 25
49,City of Florence,1948-10-30,Oct 30,arrival,aden,Aden,FALSE,typed: Ar Aden Oct 30
50,City of Florence,1948-10-31,Oct 31,sailing,aden,Aden,FALSE,typed: Sd Aden Oct 31
51,City of Florence,1948-11-06,Nov 6,arrival,bombay,Bombay,FALSE,typed: Ar Bombay Nov 6
52,City of Florence,1948-11-27,Nov 27,sailing,bombay,Bombay,FALSE,typed: Sd Bombay Nov 27
53,City of Florence,1948-11-23,Nov 23,arrival,okha,Port Okha,FALSE,"typed: Ar Port Okha Nov 23 - printed after the Bombay sailing (seq 52) but dated 4 days before it, a chronological inversion. Kept in card position and flagged rather than reordered, per the method's own precedent for this kind of clerk-order anomaly"
