seq,ship_name,date,date_raw,type,port_id,port_raw,port_inferred,notes
1,City of Norwich,,off 30.4.41,note,,,FALSE,"Boxed marginal note reading 'O.H.M.S.' over 'off 30.4.41' - the ship went back onto Admiralty requisition after IMG_5645's air-raid damage and was released again 30 Apr 1941. Card headed 'No.8 (first side)', labelled 'Cont' - directly continues IMG_5645"
2,City of Norwich,1941-05-03,3/5,sailing,alexandria,Alx,FALSE,red = sailing
3,City of Norwich,1941-05-04,4/5,arrival,port-said,P.Said,FALSE,black = arrival
4,City of Norwich,1941-05-05,5/5,sailing,port-said,,TRUE,red = sailing
5,City of Norwich,1941-05-05,5/5,arrival,suez,Suez,FALSE,"black = arrival, same day - transiting the canal"
6,City of Norwich,1941-05-06,6/5,sailing,suez,,TRUE,red = sailing
7,City of Norwich,1941-05-16,16/5,arrival,bombay,Bom,FALSE,black = arrival
8,City of Norwich,1941-05-28,28/5,sailing,bombay,,TRUE,red = sailing
9,City of Norwich,1941-05-29,29/5,arrival,mormugao,Morm,FALSE,"black = arrival. NEW PORT (Mormugao, Goa) - reads 'Morm', matching the period abbreviation for Mormugao rather than Mombasa ('Momb', which appears distinctly two rows later)"
10,City of Norwich,1941-06-04,4/6,sailing,mormugao,,TRUE,red = sailing
11,City of Norwich,1941-06-18,18/6,arrival,mombasa,Momb,FALSE,black = arrival
12,City of Norwich,1941-06-20,20/6,sailing,mombasa,,TRUE,red = sailing
13,City of Norwich,1941-06-27,27/6,arrival,durban,Durb,FALSE,black = arrival
14,City of Norwich,1941-06-28,28/6,sailing,durban,,TRUE,red = sailing
15,City of Norwich,1941-07-02,2/7,arrival,table-bay,Table,FALSE,black = arrival
16,City of Norwich,1941-07-12,12/7,sailing,table-bay,,TRUE,red = sailing
17,City of Norwich,1941-08-03,3/8,arrival,,Sc.L.,FALSE,"UNCERTAIN - black = arrival. Reads 'Sc.L.' or 'Lc.L.'; doesn't match any code in ports.csv. Given the next few calls are all UK/convoy waypoints (Halifax, Loch Ewe), this is likely a Scottish location, but not confidently identified"
18,City of Norwich,1941-08-04,4/8,sailing,,,TRUE,"red = sailing, carried from the unresolved 'Sc.L.' arrival above"
19,City of Norwich,1941-08-12,12/8,arrival,halifax-ns,Hal,FALSE,black = arrival
20,City of Norwich,1941-08-16,16/8,sailing,halifax-ns,,TRUE,red = sailing
21,City of Norwich,1941-08-30,30/8,arrival,loch-ewe,L.Ewe,FALSE,"black = arrival - Loch Ewe, a major WWII convoy assembly anchorage"
22,City of Norwich,1941-09-01,1/9,sailing,loch-ewe,,TRUE,red = sailing
23,City of Norwich,1941-09-03,3/9,arrival,methil-roads,Meth Rds,FALSE,"UNCERTAIN - black = arrival. The abbreviation appears to wrap awkwardly across the row boundary on the card (part of 'Rds' reads as if written on the following row); resolved against ports.csv's existing 'Methil Roads' (code 'Meth Rds') rather than transcribed as two separate calls"
24,City of Norwich,1941-09-05,5/9,arrival,hull,Hull,FALSE,black = arrival
25,City of Norwich,1941-10-04,4/10,sailing,hull,,TRUE,"red = sailing. Nearly a month docked at Hull, unexplained on this card"
26,City of Norwich,1941-10-06,6/10,arrival,spurn-head,Spurn,FALSE,black = arrival - the Humber-mouth reporting point near Hull
27,City of Norwich,1941-10-09,9/10,arrival,methil-roads,Meth,FALSE,black = arrival
28,City of Norwich,1941-10-10,10/10,sailing,methil-roads,,TRUE,red = sailing
29,City of Norwich,1941-10-13,13/10,arrival,loch-ewe,L.Ewe,FALSE,black = arrival
